icao24,callsign,origin_country,longitude,latitude,baro_altitude,true_track,velocity_kmh,origin_country
ab1d81,N815SB  ,United States,-99.2708,37.7642,3970.02,270.27,396.324,United States
4d21c8,SEJ685  ,Malta,76.3781,10.1503,68.58,87.65,270.612,Malta
ab0a56,LTA810  ,United States,-86.7292,39.8854,1066.8,11.22,228.45600000000002,United States
503d4d,VOI3599 ,Lithuania,-88.3279,19.5904,10660.38,75.35,842.2560000000001,Lithuania
7bb026,,China,113.4986,23.6516,4206.24,222.0,625.5,China
ac3114,N885GX  ,United States,-83.2023,42.5965,10363.2,272.17,391.068,United States
a9e9db,N738ME  ,United States,-81.2522,26.5663,762.0,55.27,169.02,United States
ad14ae,OZN942  ,United States,-80.4399,25.9894,548.64,271.17,181.548,United States
3ceee1,VJH313  ,Germany,6.0619,47.8399,7315.2,295.59,728.964,Germany
a9d6b8,KOW733  ,United States,-91.2145,34.5203,13716.0,116.35,1085.004,United States
06a087,QTR99K  ,Qatar,51.9587,27.0243,6103.62,169.43,757.332,Qatar
a6ac43,VOI3555 ,United States,-98.3724,19.1874,2423.16,358.82,361.22400000000005,United States
06a088,QTR65F  ,Qatar,52.0829,25.2738,3939.54,105.36,699.12,Qatar
4cad5c,ITY2050 ,Ireland,9.402,44.808,3352.8,347.43,544.572,Ireland
4cad5d,ITY1720 ,Ireland,11.2627,42.1236,10972.8,336.87,815.616,Ireland
c00879,CAV113  ,Canada,-97.3576,49.9899,952.5,138.44,240.084,Canada
a8063e,NKS286  ,United States,-90.2654,32.0485,9745.98,359.61,813.06,United States
a7e630,JIA5489 ,United States,-80.197,34.3663,7223.76,333.9,618.7320000000001,United States
a3a0eb,UAL2257 ,United States,-105.3971,30.2394,10668.0,180.55,768.6,United States
ac444c,N89PM   ,United States,-82.5339,43.0014,1257.3,59.7,330.336,United States
06a092,QTR81K  ,Qatar,51.8759,25.3032,2484.12,113.51,543.276,Qatar
c055eb,JZA317  ,Canada,-124.8165,49.6651,365.76,315.34,218.70000000000002,Canada
abbac4,JRE855  ,United States,-98.9415,42.3125,12192.0,238.52,532.044,United States
4cad47,ITY793  ,Ireland,20.8687,43.3785,12199.62,269.35,813.0960000000001,Ireland
a1c37f,N2121V  ,United States,-111.2904,32.0508,1432.56,252.24,248.904,United States
ae47da,PAT14   ,United States,-77.3651,39.0634,60.96,89.44,190.764,United States
e49b11,,Brazil,-50.1872,-4.8528,7924.8,204.29,459.216,Brazil
a7df86,00000000,United States,-79.4347,43.7863,944.88,329.53,438.336,United States
39cf09,AFR473  ,France,16.7689,42.4326,12192.0,310.62,839.268,France
4cad48,ITY681  ,Ireland,-47.1088,-26.704,11277.6,46.84,898.812,Ireland
a80688,N616RJ  ,United States,-97.1683,29.7737,2118.36,54.46,382.356,United States
06a07e,QTR679  ,Qatar,52.8788,24.7808,8427.72,284.85,787.5,Qatar
a6b350,N53039  ,United States,-79.2587,40.6053,1668.78,25.15,235.296,United States
c82075,ZKNZO   ,New Zealand,168.7759,-45.0929,4785.36,270.54,196.30800000000002,New Zealand
a90c14,EJA682  ,United States,-106.5768,40.8697,10668.0,131.03,851.94,United States
a4c0db,SKW3403 ,United States,-121.0528,44.0833,10363.2,345.78,693.5400000000001,United States
39cf00,AFR872  ,France,-2.9888,46.0589,11277.6,222.59,903.0960000000001,France
3482d6,AEA046  ,Spain,-45.5079,-22.0603,11277.6,28.47,897.48,Spain
39cf04,AFR871  ,France,2.9298,49.0119,1211.58,265.56,382.644,France
a01820,AMX628  ,United States,-98.9022,19.4572,3870.96,148.61,511.992,United States
39cf05,AFR592  ,France,-7.3818,40.1097,11285.22,201.21,931.6800000000001,France
aa4c3e,UAL597  ,United States,-111.1591,34.5741,8336.28,32.79,947.304,United States
a1bc9f,N2105X  ,United States,-84.5144,33.3136,1036.32,130.33,128.77200000000002,United States
3c4582,BOX584  ,Germany,113.8131,22.101,868.68,280.07,402.516,Germany
ac8abe,SGX907  ,United States,-77.6329,32.7167,10972.8,182.58,906.552,United States
3949e3,AFR148  ,France,-7.8064,39.2575,10668.0,201.17,933.4079999999999,France
ab6af3,CNS919  ,United States,-73.6472,39.8361,5372.1,50.56,553.932,United States
4cad2a,RYR50QM ,Ireland,12.5429,41.8745,632.46,152.68,314.74800000000005,Ireland
06a097,QTR1034 ,Qatar,54.9453,25.7092,2773.68,98.16,561.276,Qatar
4cad2b,RYR71CU ,Ireland,4.6628,50.5978,1356.36,119.01,427.752,Ireland
39cf0b,,France,-53.7556,-15.5601,11277.6,33.87,963.6120000000001,France
503d73,RAM664Y ,Lithuania,-3.2674,41.7652,10370.82,22.45,877.716,Lithuania
a6bf7f,N534CD  ,United States,-83.7625,31.5708,1920.24,338.44,332.568,United States
c82089,ANZ584  ,New Zealand,174.6069,-38.9402,10934.7,8.33,831.06,New Zealand
ab0a73,RPA5638 ,United States,-89.4052,39.8621,10363.2,264.96,695.34,United States
a1bc92,JBU115  ,United States,-79.3821,40.1892,9151.62,273.16,704.8439999999999,United States
a9d6a2,N733EP  ,United States,-80.2865,26.8216,647.7,228.76,179.784,United States
4cad54,RYR32MM ,Ireland,5.5274,44.2879,11887.2,205.33,770.436,Ireland
a600e4,SWA2811 ,United States,-84.8653,33.25,2369.82,23.86,526.536,United States
06a09c,QTR384  ,Qatar,51.5245,25.1293,2423.16,158.09,540.9720000000001,Qatar
39cf11,AFR096  ,France,1.8228,48.9542,4488.18,264.84,617.364,France
a41c69,DAL2724 ,United States,-87.5573,37.1066,7094.22,128.04,832.464,United States
4cad51,EAI93D  ,Ireland,-5.9072,53.4012,868.68,274.9,325.296,Ireland
ad775d,NKS2298 ,United States,-76.5671,38.8804,1600.2,348.12,440.964,United States
ab0a76,AAY2634 ,United States,-80.7228,34.586,11582.4,221.81,847.296,United States
4d21a2,KMM466  ,Malta,8.3375,44.7521,11582.4,326.42,820.296,Malta
aca760,AAL3298 ,United States,-94.5985,31.8699,9753.6,285.83,733.428,United States
4cad3e,RYR98BP ,Ireland,-3.802,51.7581,5227.32,107.04,650.8439999999999,Ireland
4cad3f,RYR706Y ,Ireland,-1.7422,41.9163,11887.2,157.23,851.652,Ireland
aa797d,SKW6357 ,United States,-106.3771,31.8178,1158.24,229.53,265.356,United States
a6c66c,N53576  ,United States,-74.8688,40.9146,792.48,252.55,135.9,United States
abd4e7,SWA1463 ,United States,-98.9348,40.0,10668.0,89.8,1040.832,United States
a2804e,N260PM  ,United States,-87.3659,20.5884,6057.9,271.68,440.964,United States
ac91c2,XLJ909  ,United States,-97.9226,37.5981,6819.9,268.42,605.8439999999999,United States
aa4c42,UAL1030 ,United States,-112.0084,42.5638,11887.2,9.75,896.364,United States
a7cc2c,NKS1511 ,United States,-108.2946,38.767,10363.2,251.14,624.312,United States
4cad3a,RYR646U ,Ireland,0.7727,49.6889,11277.6,139.84,884.484,Ireland
4cad3b,RYR5725 ,Ireland,31.4868,35.3639,11277.6,146.07,872.712,Ireland
ac578c,SWA3664 ,United States,-91.7353,39.3657,9144.0,296.89,741.276,United States
4cad3c,RYR35YP ,Ireland,12.5466,49.0729,11277.6,112.71,887.4,Ireland
a3f007,N353AW  ,United States,-72.4812,41.3848,373.38,297.71,207.108,United States
a0053b,N100FK  ,United States,-81.688,35.2321,13716.0,357.14,741.708,United States
a11e3a,N171PS  ,United States,-80.3215,37.2332,1965.96,245.31,177.33599999999998,United States
0d0f91,VIV7044 ,Mexico,-116.0474,31.4651,9037.32,141.7,818.8199999999999,Mexico
a4d3b5,N41VU   ,United States,-86.3136,40.0297,1120.14,7.59,252.216,United States
a0053e,RVJ100  ,United States,-80.7638,40.9006,3238.5,104.36,724.536,United States
402f89,GSRWN   ,United Kingdom,-1.1153,52.059,426.72,90.0,166.68,United Kingdom
acf4e8,DAL1479 ,United States,-84.5242,33.6496,685.8,89.65,303.732,United States
a8c9b7,N6654G  ,United States,-66.2384,18.4546,342.9,98.97,178.128,United States
a17ecd,DAL209  ,United States,-66.6261,46.0007,11582.4,230.23,819.252,United States
a01880,AAL12   ,United States,-103.213,39.1521,10675.62,68.87,1084.068,United States
e4a2d0,PSPGA   ,Brazil,-48.8139,-27.49,1798.32,169.71,487.51199999999994,Brazil
a66316,SKW4894 ,United States,-118.5151,33.9184,1097.28,251.41,424.00800000000004,United States
e4a2d6,GLO1247 ,Brazil,-46.5571,-23.4577,1097.28,74.78,282.132,Brazil
a65c29,JBU1070 ,United States,-78.7863,28.2068,10066.02,6.76,786.9960000000001,United States
a54f80,N441N   ,United States,-79.1201,27.2783,8534.4,127.8,658.6560000000001,United States
7c806d,QFA3    ,Australia,-82.1685,41.9893,11887.2,90.7,1057.572,Australia
a41096,LXJ361  ,United States,-79.8468,29.0569,13106.4,45.51,729.468,United States
a3fc58,DAL1006 ,United States,-86.5659,34.1131,9753.6,288.57,773.64,United States
4d21eb,RYR10GU ,Malta,-2.8233,52.1483,10927.08,186.14,918.288,Malta
c00841,SPR08   ,Canada,-125.5311,50.3636,1394.46,299.79,279.576,Canada
aa5f64,JRE768  ,United States,-105.5041,33.3256,13708.38,88.79,961.416,United States
4d21ec,RYR2705 ,Malta,12.9516,41.5534,10355.58,339.17,812.4119999999999,Malta
4d21ed,RYR8593 ,Malta,15.499,38.0985,2811.78,306.03,503.784,Malta
a065e0,N1247E  ,United States,-98.1683,41.6122,7620.0,117.82,567.468,United States
86e4da,JAL062  ,Japan,-118.6076,34.0245,2567.94,96.6,531.36,Japan
c04eb6,ACA7251 ,Canada,-83.7097,35.7878,11887.2,23.79,771.1560000000001,Canada
a2d090,OXF4955 ,United States,-111.6892,33.4908,693.42,38.75,180.46800000000002,United States
7c8069,QFA4    ,Australia,172.3839,-37.6992,12184.38,250.97,783.648,Australia
a6c615,N5355P  ,United States,-79.9293,40.0678,944.88,144.71,147.492,United States
a0187d,N105NK  ,United States,-77.4419,37.5799,182.88,2.29,231.696,United States
7c8065,QFA74   ,Australia,152.9657,-33.6197,10980.42,215.44,756.9720000000001,Australia
7c8064,QFA10   ,Australia,50.7922,26.9137,10668.0,146.71,961.5960000000001,Australia
a24526,UAL2618 ,United States,-87.7934,42.0027,723.9,139.05,593.388,United States
ab0a92,RTY810  ,United States,-104.4464,40.436,2148.84,306.43,193.356,United States
e49b88,PSPMM   ,Brazil,-46.3114,-23.6412,1478.28,91.89,224.208,Brazil
a85fb8,FFT1043 ,United States,-87.8199,41.9659,579.12,270.0,259.272,United States
ae47ed,R20048  ,United States,-78.7143,35.1533,304.8,207.34,246.02400000000003,United States
ab249d,AAY1255 ,United States,-80.4488,36.2544,11277.6,8.89,731.052,United States
a1cea8,N2151Z  ,United States,-111.6783,32.8997,1005.84,63.65,225.288,United States
c068b6,CGNQZ   ,Canada,-89.3195,48.7928,4899.66,14.04,320.72400000000005,Canada
aaea84,AAL3083 ,United States,-80.0355,33.6974,10668.0,26.93,772.776,United States
8694fa,ANA12   ,Japan,-95.4785,45.2028,11277.6,137.47,972.6120000000001,Japan
4d21fd,RYR640M ,Malta,-1.6465,47.1061,266.7,26.36,233.56799999999998,Malta
342211,FIN08PL ,Spain,0.9774,46.37,10668.0,208.71,798.1560000000001,Spain
4d21fe,RYR21AT ,Malta,0.1005,51.7953,762.0,43.33,269.892,Malta
7c8070,QFA76   ,Australia,152.7568,-30.0327,12192.0,209.03,866.304,Australia
342210,IBE0921 ,Spain,-6.2285,34.7018,10066.02,213.17,785.4119999999999,Spain
a54f7b,N441MV  ,United States,-104.2228,38.6857,3086.1,208.72,397.00800000000004,United States
a2450b,UAL1659 ,United States,-88.023,41.6879,3162.3,191.66,531.3960000000001,United States
aaea83,CXK656  ,United States,-118.0465,33.7926,693.42,34.89,171.61200000000002,United States
a6bf30,N5339L  ,United States,-119.0743,34.2136,53.34,268.59,150.048,United States
a2a818,RTY270  ,United States,-104.5997,40.1559,2202.18,280.58,171.432,United States
a065f7,N12473  ,United States,-87.8341,30.87,114.3,115.25,108.53999999999999,United States
a198ed,JBU939  ,United States,-93.317,32.997,10363.2,241.72,719.244,United States
a72ca2,SWA894  ,United States,-98.0,37.5001,11582.4,291.95,658.944,United States
a61fef,N494LA  ,United States,-74.8055,39.9475,91.44,243.81,125.892,United States
a29eac,TIV268  ,United States,-60.9545,16.1181,13114.02,332.81,762.012,United States
a733b3,N563SV  ,United States,-97.0973,38.9572,12496.8,85.66,954.648,United States
a59cf1,N4607J  ,United States,-84.2247,37.6933,2194.56,167.01,247.104,United States
aa4c12,N7625W  ,United States,-87.7005,41.3659,579.12,166.43,165.744,United States
a3b3df,DAL961  ,United States,-96.8364,32.7244,3771.9,316.19,505.584,United States
4c01eb,ASL11E  ,Serbia,19.0473,45.8026,6576.06,137.17,484.884,Serbia
4c01ed,ASL4373 ,Serbia,17.9496,48.3198,10668.0,159.94,723.5640000000001,Serbia
a80641,JIA5067 ,United States,-84.6095,33.6572,1165.86,115.98,325.512,United States
a29ea2,N268VT  ,United States,-91.4827,28.8485,13136.88,275.92,700.092,United States
4cad88,SAS2838 ,Ireland,2.9401,50.2258,11582.4,39.7,864.072,Ireland
a96199,VXP346  ,United States,-78.4294,30.2454,11887.2,12.79,761.544,United States
a61ffc,N494LP  ,United States,-93.6199,41.5551,548.64,230.53,122.364,United States
a1e8b2,,United States,-116.9951,41.9763,9448.8,145.24,552.276,United States
a9bd9a,AAL51   ,United States,-97.0544,32.9512,411.48,180.74,285.228,United States
a208b1,MXY100  ,United States,-82.6916,29.6663,8526.78,0.28,748.224,United States
ac91f1,N909PS  ,United States,-93.1889,45.1446,388.62,270.49,214.848,United States
4cad80,EIN7EG  ,Ireland,-1.3691,51.3411,3870.96,93.17,602.8199999999999,Ireland
aa5f41,,United States,-87.2305,65.3064,11582.4,223.43,907.884,United States
e49b3c,PSPMP   ,Brazil,-56.8113,-15.0684,6591.3,118.85,395.388,Brazil
a05ecb,EXP601  ,United States,-132.7484,55.6859,1440.18,269.19,261.144,United States
a9618a,AAL2920 ,United States,-84.6478,35.7557,10363.2,350.74,759.96,United States
ab0a9d,DAL368  ,United States,-100.0777,39.9907,10058.4,298.38,732.528,United States
a866c7,RPA3651 ,United States,-78.6651,37.0094,6096.0,199.73,751.572,United States
407cb4,RUK7YN  ,United Kingdom,18.1285,44.4241,10972.8,316.03,800.2800000000001,United Kingdom
407cb2,RUK2NU  ,United Kingdom,16.7161,43.6475,11887.2,140.64,852.7320000000001,United Kingdom
a866aa,EJA640  ,United States,-83.7345,42.1345,3573.78,53.3,625.968,United States
a24508,UAL2420 ,United States,-110.9969,34.1981,6781.8,227.03,554.292,United States
a5fff9,GTI532  ,United States,-150.3574,61.1688,1325.88,89.66,316.692,United States
ac3183,N885MH  ,United States,-114.4999,36.1639,1280.16,273.31,224.46,United States
aaea8c,DAL229  ,United States,-82.4047,42.591,3581.4,262.29,607.392,United States
4cad97,SAS37Y  ,Ireland,13.0296,49.1369,11277.6,24.87,924.7320000000001,Ireland
407cb0,RUK9KE  ,United Kingdom,-5.8421,42.662,11887.2,172.31,885.816,United Kingdom
407cb1,RUK514  ,United Kingdom,-7.9529,34.0529,11277.6,190.96,828.144,United Kingdom
a7cc00,EDV5207 ,United States,-77.5828,35.3866,10058.4,38.22,799.1640000000001,United States
151fb6,AUL218  ,Russian Federation,40.6776,64.5967,342.9,269.37,338.94000000000005,Russian Federation
4d21f1,RYR766E ,Malta,5.2824,44.2024,11277.6,208.97,749.376,Malta
0d0380,SLI2692 ,Mexico,-88.081,31.3954,11277.6,62.34,913.716,Mexico
ad646e,JBU824  ,United States,-85.1018,42.4497,10668.0,91.59,998.6039999999999,United States
4cad93,SAS23G  ,Ireland,12.6036,47.8258,11902.44,190.75,774.7560000000001,Ireland
4cad94,SAS2689 ,Ireland,15.7475,56.6684,11590.02,195.17,771.3720000000001,Ireland
a5ffeb,N486LP  ,United States,-112.7116,33.2619,1645.92,121.46,145.476,United States
a1b092,RPA5705 ,United States,-70.3707,43.5397,1143.0,68.1,417.168,United States
a00547,LXJ100  ,United States,-66.0323,18.4336,121.92,90.42,251.892,United States
4cad91,SAS50D  ,Ireland,15.6931,57.4438,11894.82,39.34,902.772,Ireland
4d21db,KMM420  ,Malta,7.4583,45.7126,11597.64,329.59,815.976,Malta
4d21dc,KMM102  ,Malta,8.4736,43.0781,11574.78,304.46,765.936,Malta
7818c7,CXA892  ,China,115.7493,3.438,10668.0,3.22,825.444,China
ad5151,N9572L  ,United States,-96.2379,29.7896,1447.8,155.1,171.50400000000002,United States
a4104d,LXJ97   ,United States,-79.1005,25.4899,8153.4,83.58,911.34,United States
a6898d,GJS4617 ,United States,-80.1668,40.8507,4198.62,51.98,700.56,United States
4cad7e,EIN38Y  ,Ireland,-0.6972,51.3082,2895.6,91.06,601.992,Ireland
a6765f,N5150E  ,United States,-94.8561,36.9162,670.56,255.77,263.664,United States
4cad7f,EIN173  ,Ireland,-4.84,52.6977,5882.64,312.53,578.052,Ireland
45d965,VKG1735 ,Denmark,4.7708,57.2006,10675.62,40.75,865.368,Denmark
a0057d,N100JA  ,United States,-79.1886,27.1376,5730.24,101.58,618.192,United States
45d961,VKG845  ,Denmark,20.0016,50.3931,10370.82,330.72,821.7,Denmark
a0aefd,N143MW  ,United States,-79.9112,26.5641,1181.1,296.32,384.3,United States
a4ce28,,United States,-103.2079,45.3071,10668.0,107.74,917.784,United States
4010ed,EZY46JF ,United Kingdom,0.0542,51.1125,1386.84,63.94,379.33200000000005,United Kingdom
a1256a,N173ME  ,United States,-86.3416,32.088,1188.72,217.93,180.792,United States
a448db,DAL2903 ,United States,-104.5313,41.4068,11300.46,95.32,998.8199999999999,United States
4010ec,EZY373H ,United Kingdom,-0.9969,52.8061,9745.98,325.37,749.52,United Kingdom
a2eed5,OXF3274 ,United States,-111.9341,33.029,1783.08,132.95,146.77200000000002,United States
ab393c,N822KT  ,United States,-89.6511,41.1754,1074.42,277.13,164.232,United States
a0f21e,N516WP  ,United States,-108.6038,37.1837,10972.8,337.23,851.652,United States
a5ee13,UAL1478 ,United States,-97.5764,35.1161,8839.2,165.66,860.184,United States
ac5920,AAL2715 ,United States,-110.7034,32.9475,7795.26,103.68,939.708,United States
a89076,PDT5797 ,United States,-80.9896,35.4823,1463.04,176.34,319.212,United States
ad9a90,N976GL  ,United States,-80.9383,35.25,342.9,175.64,219.168,United States
a555b7,N44290  ,United States,-87.0463,30.4579,304.8,235.23,191.628,United States
71bd86,KAL460  ,Republic of Korea,120.7111,25.065,11277.6,44.54,979.5960000000001,Republic of Korea
aaafad,EJA788  ,United States,-78.2198,32.6446,10972.8,200.74,930.7800000000001,United States
a0fe7a,SKW5718 ,United States,-83.2954,42.4291,10668.0,84.11,973.7280000000001,United States
abcfa8,N860JJ  ,United States,-80.9167,28.2909,8321.04,339.73,694.944,United States
abb19c,SWA2168 ,United States,-111.8072,34.4879,10363.2,291.17,712.98,United States
a568e8,LXJ448  ,United States,-110.9809,30.2944,13716.0,1.51,913.356,United States
acca88,AAL1400 ,United States,-79.9008,25.1756,5585.46,147.12,767.484,United States
a35e49,DAL1312 ,United States,-79.8419,33.238,7932.42,214.42,841.932,United States
39c495,FBU85A  ,France,-149.5668,-17.469,1074.42,23.84,348.264,France
4010dd,EFW2617 ,United Kingdom,5.9853,45.0752,10965.18,329.01,805.788,United Kingdom
a3a209,N333MB  ,United States,-118.7253,37.3162,12192.0,134.92,897.048,United States
aab6a2,N79KW   ,United States,-119.1728,34.2392,1775.46,283.75,272.664,United States
a28bc9,SKW4048 ,United States,-85.3919,40.0698,6431.28,184.22,755.8199999999999,United States
a448d7,UAL2291 ,United States,-105.8457,35.5381,10370.82,58.32,1068.552,United States
a448d5,UAL1744 ,United States,-115.8383,34.3212,10363.2,280.28,685.116,United States
a2eec7,N2885N  ,United States,-75.9457,40.305,822.96,149.26,159.444,United States
a0a2bd,AAL1863 ,United States,-102.1339,40.2074,9753.6,324.27,780.228,United States
ab99e6,,United States,-80.1267,26.1928,281.94,171.12,179.964,United States
800c07,AIC2389 ,India,81.1302,26.6553,10972.8,308.64,732.636,India
ab394e,ELZ420  ,United States,-79.4086,40.1385,5814.06,12.78,451.98,United States
a2454f,UAL215  ,United States,-96.0665,41.1293,9128.76,261.17,712.1880000000001,United States
0d0f5e,VOI351  ,Mexico,-106.255,30.5864,8755.38,172.01,746.172,Mexico
a22b45,N239PS  ,United States,-117.9609,34.1576,853.44,109.9,114.22800000000001,United States
abe9b1,JRE867  ,United States,-75.2098,39.8348,205.74,339.18,281.34000000000003,United States
4b9e07,TKJ7GD  ,Turkey,29.7749,39.7903,8686.8,156.48,747.288,Turkey
a11e8b,SKW3463 ,United States,-120.8142,43.398,10668.0,165.84,817.488,United States
a53ba4,RPA4609 ,United States,-93.9056,32.3222,8839.2,29.22,770.2560000000001,United States
4406f0,EJU67RK ,Austria,2.0564,41.2271,1089.66,180.53,403.74,Austria
4cac9f,SAS2751 ,Ireland,15.0778,54.6363,9448.8,121.64,776.6279999999999,Ireland
a30ebc,N2964V  ,United States,-70.3364,41.3423,1074.42,296.87,155.70000000000002,United States
a4ce45,N409CC  ,United States,-83.3019,39.8008,1242.06,285.07,49.86,United States
adf17f,N998MS  ,United States,-106.5026,31.9931,1447.8,97.84,203.76000000000002,United States
a555c3,AAL612  ,United States,-97.7702,30.8712,10675.62,102.3,991.332,United States
a448ba,DAL1773 ,United States,-90.0701,29.2143,10668.0,214.3,818.2800000000001,United States
a23200,SWA3217 ,United States,-97.6614,36.1676,10363.2,265.97,711.072,United States
aaec10,N8023D  ,United States,-79.5823,36.9168,678.18,134.5,150.588,United States
a675a9,SKW5004 ,United States,-121.7769,47.1942,4671.06,303.69,540.864,United States
a8f371,EJA676  ,United States,-80.8972,28.7947,6530.34,140.31,806.22,United States
a91382,N684QS  ,United States,-98.9754,18.5349,12192.0,195.82,794.988,United States
ab0c25,N8103H  ,United States,-78.1645,39.1585,304.8,134.45,137.52,United States
a1e8f3,N222FG  ,United States,-90.6521,35.4565,3611.88,219.38,321.084,United States
a448c3,N3750N  ,United States,-81.2692,28.473,8686.8,326.69,613.836,United States
0d0339,XAKCM   ,Mexico,-109.5981,38.4492,9448.8,29.47,997.668,Mexico
a54ee7,LXJ441  ,United States,-98.0942,28.2454,12222.48,347.1,771.3720000000001,United States
a8a3fe,LTA656  ,United States,-86.9736,41.5058,937.26,8.53,187.27200000000002,United States
a23e62,N2436V  ,United States,-86.1448,35.9832,2209.8,94.12,232.092,United States
a4ce50,N409CP  ,United States,-82.0119,35.2598,1760.22,293.81,275.29200000000003,United States
ac2c10,SWA2769 ,United States,-105.608,34.1996,9753.6,279.28,746.856,United States
0d0f80,XATME   ,Mexico,-94.877,19.2905,8229.6,91.75,726.336,Mexico
a58b1a,VWA214  ,United States,-111.7903,33.4221,685.8,54.07,157.824,United States
0ac956,EFY9107 ,Colombia,-74.6744,5.2071,5082.54,43.29,526.6800000000001,Colombia
a22b1f,N239ND  ,United States,-71.2594,42.468,152.4,302.01,122.292,United States
a7d39d,JIA5069 ,United States,-86.162,32.6786,9441.18,57.67,931.5,United States
a4d533,N410M   ,United States,-80.8046,27.1864,10683.24,341.35,625.5,United States
3c68b4,VJH738  ,Germany,32.7393,34.4302,10363.2,284.91,734.0400000000001,Germany
ac3f2f,SWA900  ,United States,-83.4337,31.0783,10058.4,130.94,997.7760000000001,United States
a2452f,UAL2676 ,United States,-99.0741,33.8892,10668.0,141.86,920.6640000000001,United States
a4c207,N4053T  ,United States,-119.0832,34.2157,15.24,187.24,117.61200000000001,United States
aa1929,N75RB   ,United States,-85.2621,33.4707,670.56,226.87,200.484,United States
406c72,EZY12NZ ,United Kingdom,5.965,46.14,1219.2,45.52,290.73600000000005,United Kingdom
4d20fb,WMT2204 ,Malta,18.6169,39.5187,10675.62,107.15,910.908,Malta
a2452a,,United States,-103.2633,43.1215,9144.0,282.18,763.56,United States
a37842,JBU2474 ,United States,-76.5934,36.5565,8839.2,30.88,848.0160000000001,United States
407ea1,DHK3999 ,United Kingdom,-17.6933,63.1183,11277.6,116.92,932.616,United Kingdom
3003ad,DLA1WR  ,Italy,11.5788,44.6315,1752.6,156.96,444.78,Italy
ab3982,AAL2823 ,United States,-60.8333,14.4055,9052.56,135.0,927.1800000000001,United States
a35254,DAL2972 ,United States,-94.1559,42.402,10058.4,16.86,874.728,United States
a0eb7e,N1589D  ,United States,-80.3412,27.1922,396.24,108.43,169.848,United States
a8a3ce,JBU1527 ,United States,-77.5186,38.5697,10363.2,221.98,819.612,United States
a7e691,SKW6236 ,United States,-92.7564,34.5514,5242.56,250.37,534.816,United States
ab3989,AAY505  ,United States,-81.0804,31.9041,10668.0,24.98,780.5160000000001,United States
abbca1,SWA2372 ,United States,-100.8329,39.3448,11277.6,114.72,1005.156,United States
76b453,SIA441  ,Singapore,87.0237,24.9373,11277.6,144.76,873.0,Singapore
76b455,,Singapore,-122.2179,47.4955,0.0,0.0,0.0,Singapore
0d0f17,VIV7826 ,Mexico,-99.9074,25.7039,1920.24,84.84,555.984,Mexico
ad5f47,N96051  ,United States,-112.991,33.3848,1424.94,282.09,212.148,United States
a42efc,DAL1082 ,United States,-79.0782,36.7373,10058.4,54.42,872.136,United States
34718d,LVL27DQ ,Spain,-0.1499,41.8432,10058.4,292.24,802.368,Spain
adaf12,N981CE  ,United States,-80.0936,25.689,1455.42,201.56,493.848,United States
a3f099,N353GS  ,United States,-76.3252,36.6867,198.12,66.89,151.02,United States
76b44d,SIA536  ,Singapore,76.1645,10.1425,1059.18,89.7,351.90000000000003,Singapore
485a83,TFL6FL  ,Kingdom of the Netherlands,-9.7484,36.3337,11582.4,31.47,822.96,Kingdom of the Netherlands
ae2fa8,RCH226  ,United States,-102.5497,46.2517,11574.78,284.38,745.6320000000001,United States
ad29f6,N9473M  ,United States,-83.9042,42.4937,1249.68,64.21,366.12,United States
485a84,TFL10D  ,Kingdom of the Netherlands,6.0555,52.7603,4556.76,28.73,612.504,Kingdom of the Netherlands
adc922,TIV988  ,United States,-89.7603,33.5682,11887.2,117.63,978.336,United States
4d2209,RYR92CB ,Malta,12.3233,45.4828,152.4,41.74,253.152,Malta
a7cc65,EJA601  ,United States,-76.1464,41.7185,12192.0,240.62,724.752,United States
347191,,Spain,16.5964,44.7362,12192.0,312.8,785.0160000000001,Spain
a47227,LXJ386  ,United States,-81.4143,26.6574,2209.8,228.95,513.252,United States
ac9ff2,AAL1753 ,United States,-80.0099,27.2912,7475.22,164.7,898.56,United States
800c3c,AIC2584 ,India,73.3783,19.0943,2103.12,269.45,385.23600000000005,India
a06703,RPA4663 ,United States,-84.4471,39.5089,5593.08,35.5,746.208,United States
800c3a,LLR602  ,India,73.2375,19.0934,1524.0,269.13,364.896,India
adf190,NJM998  ,United States,-81.8247,40.5444,6309.36,10.04,690.264,United States
ac3315,SWA1211 ,United States,-100.1046,36.5333,10972.8,309.22,741.06,United States
406091,BAW918  ,United Kingdom,8.9964,48.9591,2667.0,113.45,502.668,United Kingdom
aca948,ASA626  ,United States,-128.3369,44.6179,9753.6,230.75,954.216,United States
adf194,AAL2993 ,United States,-78.4025,26.7458,8877.3,141.94,943.236,United States
a1bbe5,AXEL21  ,United States,-96.6817,38.4758,7475.22,185.74,759.42,United States
a77077,GJS4187 ,United States,-76.6111,39.1165,6164.58,88.3,687.384,United States
abbcc1,SWA4659 ,United States,-78.7621,38.7897,10843.26,258.01,704.304,United States
ae2fd3,SCORE92 ,United States,-76.1224,38.2479,2499.36,324.91,357.624,United States
a448fc,DAL2533 ,United States,-122.3078,47.3886,632.46,180.77,413.028,United States
a24573,UAL1755 ,United States,-81.373,30.1182,8854.44,357.0,814.14,United States
a422a7,N366AS  ,United States,-80.7146,27.2401,1912.62,176.78,165.096,United States
a91343,NDU684  ,United States,-111.6669,33.3185,586.74,136.77,127.08,United States
